well_id,category,is_outlier,plate_number
A1,noisy,True,8
A2,good_growth,False,8
A3,good_growth,False,8
A4,good_growth,False,8
A5,good_growth,False,8
A6,good_growth,False,8
A7,noisy,True,8
A8,good_growth,False,8
A9,good_growth,False,8
A10,noisy,True,8
A11,good_growth,False,8
A12,good_growth,False,8
B1,noisy,True,8
B2,good_growth,False,8
B3,good_growth,False,8
B4,good_growth,False,8
B5,good_growth,False,8
B6,good_growth,False,8
B7,good_growth,False,8
B8,good_growth,False,8
B9,good_growth,False,8
B10,good_growth,False,8
B11,noisy,True,8
B12,declining,True,8
C1,good_growth,False,8
C2,good_growth,False,8
C3,good_growth,False,8
C4,good_growth,False,8
C5,no_growth,True,8
C6,good_growth,False,8
C7,good_growth,False,8
C8,good_growth,False,8
C9,good_growth,False,8
C10,good_growth,False,8
C11,good_growth,False,8
C12,good_growth,False,8
D1,good_growth,False,8
D2,contamination,True,8
D3,good_growth,False,8
D4,good_growth,False,8
D5,good_growth,False,8
D6,noisy,True,8
D7,no_growth,True,8
D8,good_growth,False,8
D9,good_growth,False,8
D10,good_growth,False,8
D11,good_growth,False,8
D12,good_growth,False,8
E1,good_growth,False,8
E2,good_growth,False,8
E3,noisy,True,8
E4,bubbles,True,8
E5,good_growth,False,8
E6,good_growth,False,8
E7,good_growth,False,8
E8,noisy,True,8
E9,contamination,True,8
E10,good_growth,False,8
E11,noisy,True,8
E12,contamination,True,8
F1,good_growth,False,8
F2,good_growth,False,8
F3,good_growth,False,8
F4,declining,True,8
F5,good_growth,False,8
F6,good_growth,False,8
F7,good_growth,False,8
F8,contamination,True,8
F9,good_growth,False,8
F10,declining,True,8
F11,good_growth,False,8
F12,good_growth,False,8
G1,good_growth,False,8
G2,good_growth,False,8
G3,good_growth,False,8
G4,good_growth,False,8
G5,good_growth,False,8
G6,good_growth,False,8
G7,good_growth,False,8
G8,good_growth,False,8
G9,good_growth,False,8
G10,noisy,True,8
G11,good_growth,False,8
G12,noisy,True,8
H1,bubbles,True,8
H2,good_growth,False,8
H3,good_growth,False,8
H4,good_growth,False,8
H5,good_growth,False,8
H6,good_growth,False,8
H7,no_growth,True,8
H8,good_growth,False,8
H9,good_growth,False,8
H10,good_growth,False,8
H11,good_growth,False,8
H12,good_growth,False,8
