well_id,category,is_outlier,plate_number
A1,good_growth,False,4
A2,good_growth,False,4
A3,noisy,True,4
A4,good_growth,False,4
A5,no_growth,True,4
A6,good_growth,False,4
A7,good_growth,False,4
A8,good_growth,False,4
A9,good_growth,False,4
A10,good_growth,False,4
A11,good_growth,False,4
A12,good_growth,False,4
B1,good_growth,False,4
B2,good_growth,False,4
B3,good_growth,False,4
B4,good_growth,False,4
B5,good_growth,False,4
B6,good_growth,False,4
B7,good_growth,False,4
B8,good_growth,False,4
B9,good_growth,False,4
B10,bubbles,True,4
B11,good_growth,False,4
B12,good_growth,False,4
C1,bubbles,True,4
C2,good_growth,False,4
C3,contamination,True,4
C4,good_growth,False,4
C5,no_growth,True,4
C6,good_growth,False,4
C7,contamination,True,4
C8,noisy,True,4
C9,good_growth,False,4
C10,good_growth,False,4
C11,good_growth,False,4
C12,good_growth,False,4
D1,good_growth,False,4
D2,good_growth,False,4
D3,noisy,True,4
D4,good_growth,False,4
D5,good_growth,False,4
D6,good_growth,False,4
D7,no_growth,True,4
D8,good_growth,False,4
D9,good_growth,False,4
D10,declining,True,4
D11,good_growth,False,4
D12,good_growth,False,4
E1,good_growth,False,4
E2,good_growth,False,4
E3,good_growth,False,4
E4,contamination,True,4
E5,good_growth,False,4
E6,good_growth,False,4
E7,good_growth,False,4
E8,good_growth,False,4
E9,good_growth,False,4
E10,good_growth,False,4
E11,good_growth,False,4
E12,good_growth,False,4
F1,good_growth,False,4
F2,good_growth,False,4
F3,good_growth,False,4
F4,noisy,True,4
F5,bubbles,True,4
F6,good_growth,False,4
F7,good_growth,False,4
F8,good_growth,False,4
F9,good_growth,False,4
F10,good_growth,False,4
F11,good_growth,False,4
F12,good_growth,False,4
G1,declining,True,4
G2,noisy,True,4
G3,no_growth,True,4
G4,good_growth,False,4
G5,good_growth,False,4
G6,good_growth,False,4
G7,good_growth,False,4
G8,good_growth,False,4
G9,good_growth,False,4
G10,noisy,True,4
G11,good_growth,False,4
G12,good_growth,False,4
H1,good_growth,False,4
H2,declining,True,4
H3,no_growth,True,4
H4,good_growth,False,4
H5,good_growth,False,4
H6,good_growth,False,4
H7,good_growth,False,4
H8,good_growth,False,4
H9,contamination,True,4
H10,good_growth,False,4
H11,good_growth,False,4
H12,no_growth,True,4
