well_id,category,is_outlier,plate_number
A1,good_growth,False,7
A2,no_growth,True,7
A3,good_growth,False,7
A4,good_growth,False,7
A5,good_growth,False,7
A6,good_growth,False,7
A7,good_growth,False,7
A8,good_growth,False,7
A9,noisy,True,7
A10,good_growth,False,7
A11,good_growth,False,7
A12,good_growth,False,7
B1,noisy,True,7
B2,good_growth,False,7
B3,noisy,True,7
B4,good_growth,False,7
B5,noisy,True,7
B6,contamination,True,7
B7,good_growth,False,7
B8,good_growth,False,7
B9,declining,True,7
B10,good_growth,False,7
B11,good_growth,False,7
B12,good_growth,False,7
C1,contamination,True,7
C2,good_growth,False,7
C3,good_growth,False,7
C4,good_growth,False,7
C5,good_growth,False,7
C6,bubbles,True,7
C7,contamination,True,7
C8,good_growth,False,7
C9,bubbles,True,7
C10,declining,True,7
C11,good_growth,False,7
C12,bubbles,True,7
D1,good_growth,False,7
D2,good_growth,False,7
D3,good_growth,False,7
D4,good_growth,False,7
D5,good_growth,False,7
D6,good_growth,False,7
D7,good_growth,False,7
D8,good_growth,False,7
D9,good_growth,False,7
D10,no_growth,True,7
D11,good_growth,False,7
D12,good_growth,False,7
E1,good_growth,False,7
E2,good_growth,False,7
E3,good_growth,False,7
E4,noisy,True,7
E5,good_growth,False,7
E6,good_growth,False,7
E7,good_growth,False,7
E8,good_growth,False,7
E9,good_growth,False,7
E10,no_growth,True,7
E11,contamination,True,7
E12,good_growth,False,7
F1,good_growth,False,7
F2,good_growth,False,7
F3,good_growth,False,7
F4,good_growth,False,7
F5,good_growth,False,7
F6,good_growth,False,7
F7,good_growth,False,7
F8,good_growth,False,7
F9,good_growth,False,7
F10,good_growth,False,7
F11,good_growth,False,7
F12,good_growth,False,7
G1,no_growth,True,7
G2,bubbles,True,7
G3,good_growth,False,7
G4,good_growth,False,7
G5,good_growth,False,7
G6,good_growth,False,7
G7,good_growth,False,7
G8,good_growth,False,7
G9,good_growth,False,7
G10,good_growth,False,7
G11,declining,True,7
G12,good_growth,False,7
H1,good_growth,False,7
H2,good_growth,False,7
H3,good_growth,False,7
H4,good_growth,False,7
H5,no_growth,True,7
H6,good_growth,False,7
H7,declining,True,7
H8,good_growth,False,7
H9,good_growth,False,7
H10,good_growth,False,7
H11,good_growth,False,7
H12,good_growth,False,7
