well_id,category,is_outlier,plate_number
A1,good_growth,False,3
A2,good_growth,False,3
A3,good_growth,False,3
A4,good_growth,False,3
A5,good_growth,False,3
A6,good_growth,False,3
A7,good_growth,False,3
A8,noisy,True,3
A9,bubbles,True,3
A10,good_growth,False,3
A11,no_growth,True,3
A12,good_growth,False,3
B1,good_growth,False,3
B2,good_growth,False,3
B3,bubbles,True,3
B4,good_growth,False,3
B5,good_growth,False,3
B6,good_growth,False,3
B7,good_growth,False,3
B8,good_growth,False,3
B9,good_growth,False,3
B10,good_growth,False,3
B11,good_growth,False,3
B12,good_growth,False,3
C1,good_growth,False,3
C2,declining,True,3
C3,noisy,True,3
C4,contamination,True,3
C5,good_growth,False,3
C6,noisy,True,3
C7,contamination,True,3
C8,noisy,True,3
C9,no_growth,True,3
C10,bubbles,True,3
C11,good_growth,False,3
C12,good_growth,False,3
D1,good_growth,False,3
D2,good_growth,False,3
D3,good_growth,False,3
D4,good_growth,False,3
D5,good_growth,False,3
D6,good_growth,False,3
D7,good_growth,False,3
D8,good_growth,False,3
D9,good_growth,False,3
D10,good_growth,False,3
D11,good_growth,False,3
D12,contamination,True,3
E1,noisy,True,3
E2,good_growth,False,3
E3,good_growth,False,3
E4,good_growth,False,3
E5,good_growth,False,3
E6,no_growth,True,3
E7,good_growth,False,3
E8,no_growth,True,3
E9,good_growth,False,3
E10,good_growth,False,3
E11,good_growth,False,3
E12,good_growth,False,3
F1,noisy,True,3
F2,good_growth,False,3
F3,good_growth,False,3
F4,good_growth,False,3
F5,good_growth,False,3
F6,good_growth,False,3
F7,good_growth,False,3
F8,noisy,True,3
F9,declining,True,3
F10,good_growth,False,3
F11,good_growth,False,3
F12,good_growth,False,3
G1,noisy,True,3
G2,good_growth,False,3
G3,no_growth,True,3
G4,good_growth,False,3
G5,good_growth,False,3
G6,noisy,True,3
G7,good_growth,False,3
G8,good_growth,False,3
G9,good_growth,False,3
G10,good_growth,False,3
G11,good_growth,False,3
G12,good_growth,False,3
H1,good_growth,False,3
H2,good_growth,False,3
H3,good_growth,False,3
H4,good_growth,False,3
H5,contamination,True,3
H6,good_growth,False,3
H7,good_growth,False,3
H8,good_growth,False,3
H9,good_growth,False,3
H10,bubbles,True,3
H11,good_growth,False,3
H12,good_growth,False,3
