time_seconds,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0.0,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07391293961465603,0.05,0.07704524077424643,0.05,0.05,0.05,0.051266384968533446,0.08230031232837078,0.05,0.07817450808893162,0.05,0.04,0.05,0.05,0.05,0.04447152657119186,0.05,0.05,0.05,0.05,0.08063371000131696,0.05,0.05,0.0557600036584828,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.14769684822278742,0.05,0.07410497734085855,0.05,0.05,0.04,0.06807493262139493,0.05,0.05,0.05,0.07672306666814997,0.05051988454258576,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07077960699312479,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06730561231257545,0.05,0.05,0.05,0.05,0.05,0.05528667033615988,0.05,0.05,0.05,0.05,0.05,0.05,0.05
90.9090909090909,0.09346309964306976,0.05,0.05,0.050074796379262584,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06809778638100478,0.05,0.04,0.05,0.05,0.05,0.05494933987964671,0.07986575073371478,0.05,0.066385890101904,0.05,0.06995103849905046,0.05,0.05,0.05,0.06285512330829898,0.05,0.05,0.05,0.05,0.08096105819434794,0.05,0.05,0.0726637898579715,0.05300453693840238,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05330642754175101,0.05,0.05,0.04,0.04,0.05,0.07799155846345335,0.05,0.05,0.04,0.06811453230102633,0.05,0.05,0.05,0.05306069701661545,0.05,0.05,0.05456601098874001,0.05,0.05,0.05,0.05,0.05,0.07292614805427604,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07859376778697685,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
181.8181818181818,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06910148940316478,0.05,0.04,0.05,0.05,0.05,0.05244587976041496,0.08152875967797418,0.05,0.064499448929515,0.05,0.04,0.05,0.05468639951026989,0.05,0.05370487366773633,0.05,0.05,0.05,0.05,0.08344092121126323,0.05,0.05,0.07846709573819406,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.12164389954219919,0.0791004654632807,0.05,0.05,0.05,0.05,0.08102326917366787,0.0762355847243055,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07333807953898588,0.05,0.05,0.05,0.0658076446973905,0.05,0.05,0.05,0.05,0.05,0.05652679949452005,0.07166381073631492,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
272.72727272727275,0.21575850913558972,0.05,0.05,0.05,0.05,0.05,0.050668614463827796,0.05,0.05,0.05,0.05115542981362284,0.05,0.05,0.05,0.05,0.05,0.06384855041425627,0.05,0.050577048489693584,0.05,0.05,0.05,0.0498539352347994,0.09457025704127914,0.05,0.06588897329900979,0.05,0.055048295564538656,0.05,0.05,0.05,0.05012683235753012,0.05,0.05,0.05,0.05,0.08282653614296266,0.05,0.05,0.05,0.05,0.05439317209600244,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.06586817438631115,0.05,0.05,0.05506104827859602,0.07711310252197327,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06687948234782429,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050709497688368244,0.05,0.05,0.06566580022253263,0.05,0.05,0.05,0.05,0.05,0.0520124241320624,0.05,0.05,0.05,0.05,0.05,0.05,0.05
363.6363636363636,0.07646927186057767,0.05,0.05,0.05,0.071879151517777,0.05,0.05,0.05,0.05,0.05,0.05252519509364404,0.05,0.05,0.05,0.05,0.05,0.06616342970748708,0.05,0.050144429303815574,0.052177823517318436,0.05,0.05109884654243192,0.05579192540169507,0.06940583082620716,0.05,0.06798827120535664,0.05,0.04,0.05,0.05,0.05,0.05744078836798121,0.05,0.05,0.05,0.05,0.08391778057638964,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08750525901914397,0.13780136788291264,0.05,0.0678293035052553,0.05,0.05,0.04,0.0833333451475991,0.05,0.05,0.050565379899348985,0.04,0.05,0.05,0.05119415847606626,0.05,0.05,0.05,0.05,0.05,0.07654293433207789,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06118613207921121,0.05,0.05,0.05,0.05,0.05,0.05697154195404196,0.05348663923535896,0.05,0.05,0.05,0.05,0.05,0.05
454.54545454545456,0.04,0.05576214298302867,0.05436352752959896,0.05,0.06077287503606388,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06711647170314344,0.05,0.05987941376006625,0.05,0.05,0.05,0.05106608877545349,0.08408880317408854,0.05,0.06824945091606756,0.05,0.04,0.05,0.05,0.05,0.052374895769321944,0.05,0.05001993252704762,0.05,0.05,0.07783137616039537,0.05,0.05192514887391422,0.05,0.05,0.05,0.05464628252884367,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.08795153142420759,0.05,0.08285303159447592,0.05,0.05,0.10224585191772112,0.08309633389415241,0.05,0.0510607535624204,0.05,0.06654178171431965,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06017293239891114,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051329524778767566,0.055153811984197235,0.05,0.05,0.05,0.05,0.05,0.05985936808055962,0.05,0.05388083296572779,0.05,0.05,0.05,0.05,0.0548441226986251
545.4545454545455,0.06880861555332526,0.05,0.05310361556575337,0.05,0.06305508144856722,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06291149298878834,0.05043440303465781,0.04,0.05,0.05,0.05,0.04892035876043905,0.08477313642947437,0.05,0.06887955544834243,0.05,0.06924562893177928,0.05,0.05,0.05,0.058915342048529065,0.05,0.05,0.05,0.05,0.08163510156081577,0.05,0.050988045692708484,0.05610840157731499,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06332460828093876,0.06657578207698464,0.05,0.060520624016795435,0.05,0.05,0.040155530782468564,0.08701603455533848,0.05,0.05,0.05,0.04,0.05,0.054880080394598,0.06226553522460728,0.05,0.05,0.05,0.05,0.05,0.06181097115538972,0.05108643126718396,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07562211915166642,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
636.3636363636364,0.07658253606503812,0.05,0.05,0.05,0.0796008396584466,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055755992258878895,0.05,0.05550541416987661,0.05,0.05,0.05,0.052355511317514335,0.07188679110289971,0.05,0.059532407045336175,0.05,0.05426616875127791,0.05,0.05,0.05,0.04915238525735142,0.05,0.05,0.05,0.05,0.07309886044274523,0.05,0.05,0.05,0.05079613142928365,0.05,0.05,0.05,0.05456278273331864,0.05,0.05,0.05,0.05,0.05,0.05,0.05635072493312442,0.04,0.05,0.05,0.05,0.05,0.04,0.07867538973514117,0.05,0.05,0.05,0.18124390309400226,0.05,0.05,0.05174813563397761,0.05,0.05,0.05,0.05,0.05,0.06675878745914637,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0794994661186809,0.05,0.05,0.05,0.05,0.05,0.07730008521192741,0.05,0.05,0.05,0.05,0.05,0.05,0.05
727.2727272727273,0.04,0.05,0.05,0.05,0.07841378489330054,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07473114347611308,0.05,0.04,0.05,0.05,0.05,0.048490106867948336,0.07338287889445605,0.05,0.07113011466398304,0.05,0.04,0.05,0.05,0.05,0.049515042947838026,0.05,0.05,0.05,0.05,0.07049310545270644,0.05,0.05,0.08727085481980261,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1166871446961115,0.04,0.05,0.08099718250034774,0.05,0.05,0.04,0.07915950370495943,0.05,0.05,0.05,0.06085488561560101,0.057988259892989155,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07201114017760464,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0617717133575618,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
818.1818181818181,0.10301718468500924,0.05,0.05679742514524869,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.060626640602679464,0.05,0.04,0.05,0.05,0.05046473458318383,0.04869370315100521,0.07988696717146099,0.05,0.07596277355989912,0.05,0.04,0.05,0.05,0.05,0.05744409992905668,0.05,0.05,0.05095840709164788,0.05,0.07484085169897653,0.05,0.05,0.05,0.051505445904215644,0.05,0.05,0.051767679658368385,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08316820592672669,0.04,0.05,0.0898335477711003,0.05,0.05,0.06590337766744102,0.07643034310167918,0.05,0.05,0.05,0.041688798130956134,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07099822808739552,0.053395455466834565,0.05,0.05,0.05,0.05,0.058732716413051174,0.05,0.05,0.05,0.05,0.05912151850120076,0.05,0.05,0.05586706146923867,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05702972889737237
