well_id,category,is_outlier,plate_number
A1,good_growth,False,10
A2,good_growth,False,10
A3,declining,True,10
A4,good_growth,False,10
A5,good_growth,False,10
A6,good_growth,False,10
A7,good_growth,False,10
A8,good_growth,False,10
A9,no_growth,True,10
A10,good_growth,False,10
A11,noisy,True,10
A12,noisy,True,10
B1,good_growth,False,10
B2,good_growth,False,10
B3,bubbles,True,10
B4,good_growth,False,10
B5,good_growth,False,10
B6,contamination,True,10
B7,no_growth,True,10
B8,good_growth,False,10
B9,good_growth,False,10
B10,good_growth,False,10
B11,good_growth,False,10
B12,no_growth,True,10
C1,good_growth,False,10
C2,bubbles,True,10
C3,good_growth,False,10
C4,noisy,True,10
C5,good_growth,False,10
C6,good_growth,False,10
C7,no_growth,True,10
C8,good_growth,False,10
C9,noisy,True,10
C10,good_growth,False,10
C11,good_growth,False,10
C12,good_growth,False,10
D1,good_growth,False,10
D2,declining,True,10
D3,noisy,True,10
D4,good_growth,False,10
D5,contamination,True,10
D6,good_growth,False,10
D7,good_growth,False,10
D8,good_growth,False,10
D9,good_growth,False,10
D10,noisy,True,10
D11,good_growth,False,10
D12,good_growth,False,10
E1,good_growth,False,10
E2,good_growth,False,10
E3,noisy,True,10
E4,noisy,True,10
E5,noisy,True,10
E6,no_growth,True,10
E7,good_growth,False,10
E8,good_growth,False,10
E9,good_growth,False,10
E10,good_growth,False,10
E11,good_growth,False,10
E12,good_growth,False,10
F1,good_growth,False,10
F2,good_growth,False,10
F3,good_growth,False,10
F4,noisy,True,10
F5,no_growth,True,10
F6,good_growth,False,10
F7,good_growth,False,10
F8,good_growth,False,10
F9,good_growth,False,10
F10,good_growth,False,10
F11,noisy,True,10
F12,good_growth,False,10
G1,good_growth,False,10
G2,good_growth,False,10
G3,noisy,True,10
G4,good_growth,False,10
G5,good_growth,False,10
G6,noisy,True,10
G7,good_growth,False,10
G8,good_growth,False,10
G9,noisy,True,10
G10,good_growth,False,10
G11,good_growth,False,10
G12,good_growth,False,10
H1,good_growth,False,10
H2,noisy,True,10
H3,good_growth,False,10
H4,good_growth,False,10
H5,good_growth,False,10
H6,good_growth,False,10
H7,noisy,True,10
H8,good_growth,False,10
H9,good_growth,False,10
H10,good_growth,False,10
H11,good_growth,False,10
H12,good_growth,False,10
