time_seconds,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.0645604386535666,0.05,0.05,0.05,0.06252188853526701,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06321594044684534,0.06268610758696337,0.05,0.09581544823908808,0.05887541455063079,0.04,0.06070278248014085,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0572250052242568,0.08789910241103124,0.05,0.05,0.05,0.05,0.07087725625804354,0.05,0.06367530730736244,0.05,0.05,0.05,0.05,0.06603204452799193,0.05,0.05,0.05,0.05,0.057091510862851386,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.07662519144074548,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
90.9090909090909,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.06851242446700716,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08398509168842788,0.051517459507375254,0.05,0.10102592867384867,0.05,0.04,0.053882872418380856,0.05155018683719211,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.0696878056781322,0.05,0.06594504892247242,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.051575831478970796,0.05,0.05710647708109165,0.05,0.05,0.05,0.05,0.04,0.05,0.07273273390785273,0.05,0.05,0.06922607424870375,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
181.8181818181818,0.05,0.05,0.05,0.05,0.05,0.05,0.054264199009002284,0.05320977832145207,0.05,0.05,0.061403687940262464,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0922965532442934,0.08157896236084584,0.05,0.06929467538934238,0.05,0.09241780062129983,0.051513434231797356,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08401362754491724,0.10897284060527075,0.05,0.05,0.05,0.05,0.07736793844842108,0.05,0.06870747353198156,0.05,0.05,0.05,0.05,0.042101969393424074,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.06976061531209375,0.05,0.05,0.04921352673905814,0.05,0.05,0.05,0.05,0.05,0.05,0.05396349497170161,0.05,0.05,0.05,0.05909402051224188,0.05,0.05,0.05,0.05,0.05,0.05,0.05
272.72727272727275,0.05,0.05,0.05,0.0566622874108798,0.05,0.05,0.05,0.04,0.05662207167212149,0.05,0.06042255745603147,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.06017171995666024,0.05,0.05393341989018873,0.06433394314922734,0.04,0.06178452738769462,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0626174066354774,0.09613083126878728,0.05,0.05,0.05,0.05,0.07079070263870502,0.05,0.05454801585176477,0.05,0.05,0.05,0.05,0.09834940244862612,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.07273595469737533,0.05,0.05,0.0859910838241914,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05052545362076129,0.05,0.05,0.05,0.05,0.05,0.05,0.05
363.6363636363636,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07078996220538836,0.05,0.05,0.06479613074400987,0.05,0.05,0.05,0.056122369762688876,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.059100779072364246,0.04,0.05,0.05,0.08738148605247745,0.05,0.04,0.06093124159044316,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0542476698920584,0.04,0.05,0.05,0.05,0.05,0.07030555217269213,0.05,0.06509936675855617,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.10479992714413233,0.05,0.05,0.05,0.05,0.059557378479539486,0.05,0.08285884844105998,0.05,0.05,0.04,0.05,0.05,0.0533961152115452,0.05,0.05095580297258724,0.05,0.0505826073260022,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
454.54545454545456,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.06686577475782175,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05664111303155016,0.04,0.05,0.04,0.06405682286302454,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07155003049539344,0.05544331270484078,0.05,0.05,0.05,0.05,0.07296419029495672,0.05,0.05914710227405062,0.05,0.05,0.05,0.05,0.04,0.05,0.05295999882693535,0.05,0.05,0.05,0.05,0.07834152802836415,0.05,0.05,0.05,0.05,0.04871198675704455,0.05,0.0752072143174049,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0766425186317984,0.05,0.05,0.05,0.05,0.05,0.05,0.05
545.4545454545455,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1296717850020207,0.05,0.05,0.052699602445283544,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05397219011866846,0.0530765189276374,0.049647514295502564,0.06036231980137141,0.05,0.0534345819756054,0.05,0.04,0.06247814485677544,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055026573533581674,0.05,0.05,0.07022315742153581,0.04,0.05,0.05,0.05,0.05,0.06528666503958638,0.05,0.06524662418799844,0.05,0.05,0.05,0.05,0.08126403610260112,0.05,0.05,0.05,0.05,0.05,0.05,0.09343043117577421,0.05,0.05,0.05234346569617195,0.05,0.07117427748150337,0.05,0.08255265005049782,0.05,0.05,0.07093881333838961,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05916016073373329,0.05,0.05,0.05,0.05,0.05,0.05,0.05
636.3636363636364,0.05,0.05,0.05,0.05290666893321991,0.05,0.05,0.05,0.07694157579235689,0.05,0.05,0.06809960244709416,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055581742054938384,0.05,0.05,0.05,0.05122712041656034,0.04,0.095545750241839,0.05,0.044501832639860836,0.05,0.04,0.0610160723007136,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.07064779268881362,0.05,0.06959509906393278,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.1027689986813331,0.05,0.07699069715278052,0.05,0.05,0.08008114613803649,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
727.2727272727273,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08496763021245221,0.05,0.05,0.05805746682297628,0.05,0.05,0.05,0.058424925395817486,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05398811077724484,0.09521857139239612,0.05,0.0546979538898882,0.06671391756554901,0.04,0.05196528351739865,0.05,0.05239871172935286,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05357671750896373,0.11846058911793078,0.05,0.05,0.07088420973930831,0.05,0.07023930804313722,0.05,0.06055238885600017,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.07269391454862409,0.05,0.07279863741090553,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06715522583590397,0.05,0.05,0.05,0.05,0.05,0.05,0.05
818.1818181818181,0.05,0.05,0.05,0.053089578375755696,0.05,0.05,0.05,0.08683566377463278,0.05,0.05,0.0653798301541306,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05765830550599096,0.0670455650577585,0.05,0.04,0.055254557251199224,0.04,0.05901663525370008,0.05,0.05642609591333497,0.05,0.05,0.05,0.05,0.05915608923116299,0.05,0.05,0.05,0.05153853339574673,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05222263071294879,0.05,0.08622703652911962,0.05,0.05668708588033496,0.05,0.05,0.05,0.05,0.058755214094444445,0.05,0.05,0.05627265327219225,0.0525712289560296,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.07839041444487159,0.05,0.0734706784251873,0.05,0.05,0.04573774393961524,0.05,0.05,0.05,0.05,0.05,0.05,0.054142818594828085,0.05,0.05,0.05,0.05,0.05,0.0542063652527955,0.050916140796744655,0.05,0.05,0.05,0.05
