well_id,category,is_outlier,plate_number
A1,noisy,True,9
A2,good_growth,False,9
A3,good_growth,False,9
A4,good_growth,False,9
A5,contamination,True,9
A6,good_growth,False,9
A7,good_growth,False,9
A8,good_growth,False,9
A9,declining,True,9
A10,good_growth,False,9
A11,good_growth,False,9
A12,good_growth,False,9
B1,good_growth,False,9
B2,good_growth,False,9
B3,good_growth,False,9
B4,good_growth,False,9
B5,no_growth,True,9
B6,good_growth,False,9
B7,noisy,True,9
B8,bubbles,True,9
B9,good_growth,False,9
B10,declining,True,9
B11,no_growth,True,9
B12,no_growth,True,9
C1,good_growth,False,9
C2,no_growth,True,9
C3,good_growth,False,9
C4,noisy,True,9
C5,good_growth,False,9
C6,good_growth,False,9
C7,good_growth,False,9
C8,no_growth,True,9
C9,good_growth,False,9
C10,good_growth,False,9
C11,good_growth,False,9
C12,good_growth,False,9
D1,no_growth,True,9
D2,good_growth,False,9
D3,good_growth,False,9
D4,contamination,True,9
D5,declining,True,9
D6,good_growth,False,9
D7,good_growth,False,9
D8,good_growth,False,9
D9,bubbles,True,9
D10,good_growth,False,9
D11,good_growth,False,9
D12,good_growth,False,9
E1,good_growth,False,9
E2,good_growth,False,9
E3,good_growth,False,9
E4,noisy,True,9
E5,noisy,True,9
E6,good_growth,False,9
E7,contamination,True,9
E8,good_growth,False,9
E9,good_growth,False,9
E10,noisy,True,9
E11,no_growth,True,9
E12,good_growth,False,9
F1,good_growth,False,9
F2,good_growth,False,9
F3,noisy,True,9
F4,good_growth,False,9
F5,good_growth,False,9
F6,noisy,True,9
F7,good_growth,False,9
F8,good_growth,False,9
F9,good_growth,False,9
F10,good_growth,False,9
F11,good_growth,False,9
F12,no_growth,True,9
G1,good_growth,False,9
G2,good_growth,False,9
G3,good_growth,False,9
G4,good_growth,False,9
G5,good_growth,False,9
G6,good_growth,False,9
G7,good_growth,False,9
G8,good_growth,False,9
G9,good_growth,False,9
G10,good_growth,False,9
G11,contamination,True,9
G12,good_growth,False,9
H1,good_growth,False,9
H2,good_growth,False,9
H3,good_growth,False,9
H4,good_growth,False,9
H5,contamination,True,9
H6,good_growth,False,9
H7,good_growth,False,9
H8,good_growth,False,9
H9,good_growth,False,9
H10,good_growth,False,9
H11,good_growth,False,9
H12,good_growth,False,9
