well_id,category,is_outlier,plate_number
A1,good_growth,False,5
A2,contamination,True,5
A3,good_growth,False,5
A4,good_growth,False,5
A5,good_growth,False,5
A6,declining,True,5
A7,good_growth,False,5
A8,good_growth,False,5
A9,good_growth,False,5
A10,noisy,True,5
A11,good_growth,False,5
A12,good_growth,False,5
B1,good_growth,False,5
B2,good_growth,False,5
B3,good_growth,False,5
B4,good_growth,False,5
B5,good_growth,False,5
B6,good_growth,False,5
B7,contamination,True,5
B8,good_growth,False,5
B9,good_growth,False,5
B10,good_growth,False,5
B11,good_growth,False,5
B12,good_growth,False,5
C1,good_growth,False,5
C2,good_growth,False,5
C3,good_growth,False,5
C4,good_growth,False,5
C5,noisy,True,5
C6,good_growth,False,5
C7,contamination,True,5
C8,good_growth,False,5
C9,noisy,True,5
C10,good_growth,False,5
C11,good_growth,False,5
C12,good_growth,False,5
D1,good_growth,False,5
D2,good_growth,False,5
D3,good_growth,False,5
D4,good_growth,False,5
D5,noisy,True,5
D6,good_growth,False,5
D7,good_growth,False,5
D8,good_growth,False,5
D9,good_growth,False,5
D10,good_growth,False,5
D11,good_growth,False,5
D12,bubbles,True,5
E1,good_growth,False,5
E2,good_growth,False,5
E3,good_growth,False,5
E4,good_growth,False,5
E5,good_growth,False,5
E6,good_growth,False,5
E7,declining,True,5
E8,good_growth,False,5
E9,bubbles,True,5
E10,good_growth,False,5
E11,declining,True,5
E12,good_growth,False,5
F1,bubbles,True,5
F2,good_growth,False,5
F3,noisy,True,5
F4,good_growth,False,5
F5,good_growth,False,5
F6,bubbles,True,5
F7,noisy,True,5
F8,good_growth,False,5
F9,good_growth,False,5
F10,good_growth,False,5
F11,good_growth,False,5
F12,good_growth,False,5
G1,good_growth,False,5
G2,good_growth,False,5
G3,good_growth,False,5
G4,good_growth,False,5
G5,good_growth,False,5
G6,no_growth,True,5
G7,good_growth,False,5
G8,good_growth,False,5
G9,good_growth,False,5
G10,noisy,True,5
G11,good_growth,False,5
G12,noisy,True,5
H1,no_growth,True,5
H2,good_growth,False,5
H3,good_growth,False,5
H4,noisy,True,5
H5,good_growth,False,5
H6,good_growth,False,5
H7,no_growth,True,5
H8,good_growth,False,5
H9,good_growth,False,5
H10,good_growth,False,5
H11,contamination,True,5
H12,bubbles,True,5
